枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,23,em-33880cee5e60,三貴子ツクヨミ,75,10735,4686,3,damage_reduction,0.5052,0.5903,198,2,8,いいえ,三貴子ツクヨミ / ピコ島ぴーこ / 田島の春 / ɚすぃとあろま？ / リスマニア
1,24,em-89a1a863b8a0,ベファーナさん二千歳,46,7200,1874,1,multi_hit_attack,0.5016,0.6389,186,14,8,いいえ,ベファーナさん二千歳 / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / チンチョーロさん
1,25,em-7a57f923ab2c,ありえんキャット様,61,6069,5622,1,attribute_change,0.501,0.5764,184,16,8,いいえ,ありえんキャット様 / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,26,em-45dad5139056,ベギン改・修道女,37,4565,4467,4,revive,0.5,0.6458,200,0,8,いいえ,ベギン改・修道女 / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 発音鬼リチャード
1,27,em-c5e484c5d286,マウント取瑠代,31,6076,1850,3,revive,0.4997,0.6597,197,3,8,いいえ,マウント取瑠代 / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,28,em-8d38e9c3aa92,オルカアタッカー虎子,70,9202,6134,1,attack_buff,0.4992,0.5347,193,7,8,いいえ,オルカアタッカー虎子 / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,29,em-bccc8308e871,ぶうやれギュウちゃん,34,3919,5112,5,revive,0.4951,0.6458,200,0,8,いいえ,ぶうやれギュウちゃん / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,30,em-60119eda4c9c,猿田彦大先輩,80,7838,7157,5,attack_buff,0.4932,0.5833,198,2,8,いいえ,猿田彦大先輩 / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / ショウリョウ / シミ
1,31,em-27802083d7f5,チュニスさん,50,5964,3919,4,skill_reduction,0.4909,0.5556,200,0,8,いいえ,チュニスさん / ペーチパイセン / 田島の春 / ハバキたん / チンチョーロさん
1,32,em-f2a813466bbe,The★Youなリバ子,50,5770,3113,0,heal,0.4896,0.5833,196,4,8,いいえ,The★Youなリバ子 / ある半ブラというＰＷ / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 桜レンジャーズ
1,33,em-70a9a07ea8d9,うさ☆八幡さま,60,5964,5964,6,delay,0.4895,0.5347,184,16,8,いいえ,うさ☆八幡さま / 田島・ハル / 大晦日のネギそば給仕少女 / 首領子襲来!! / リスマニア
1,34,em-5b018e628ca0,道化師・コシャレ,32,3703,4669,5,delay,0.4883,0.5833,181,19,8,いいえ,道化師・コシャレ / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,35,em-2a823144560b,パンのん☆春間,56,3919,3408,0,damage_reduction,0.4874,0.6111,197,3,8,いいえ,パンのん☆春間 / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,36,em-f5955c15b029,ばんば新年2026,60,7668,3438,1,attack_buff,0.4872,0.5833,200,0,8,いいえ,ばんば新年2026 / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / チンチョーロさん
1,37,em-1c5a28eee21d,首領子襲来!!,30,5680,3786,4,heal,0.4871,0.625,196,4,8,いいえ,首領子襲来!! / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,38,em-801d7ddfee5b,3年ε組！エレナ先生,43,4430,4260,3,attack_buff,0.486,0.6319,187,13,8,いいえ,3年ε組！エレナ先生 / 田島・ハル / 大晦日のネギそば給仕少女 / ショウリョウ / シミ
1,39,em-7a5551d5b1ab,琉球童子☆万太郎,42,4260,5623,0,attribute_change,0.4859,0.5556,175,25,8,いいえ,琉球童子☆万太郎 / カルボ姉（ねえ） / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,40,em-5e67f5f55234,?????,88,10224,4941,5,attack_buff,0.4858,0.5694,200,0,8,いいえ,????? / 竜王！角成馬之助 / 田島の春 / みどりのたけしマン / チンチョーロさん
1,41,em-32538f7c8341,熊殺しのサンタマン,58,6560,4345,5,delay,0.4848,0.5556,199,1,8,いいえ,熊殺しのサンタマン / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,42,em-3de6064f1850,?????,49,5623,4771,0,guard,0.4846,0.5486,190,10,8,いいえ,????? / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,43,em-02bbd3e33593,飛んだ！イスタン大王,35,3408,5793,3,delay,0.4844,0.5625,184,16,8,いいえ,飛んだ！イスタン大王 / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,44,em-52c5ebfefb96,一服のうっぴー,42,6475,3408,3,heal,0.484,0.6181,193,7,8,いいえ,一服のうっぴー / 田島・ハル / 大晦日のネギそば給仕少女 / ハバキたん / 発音鬼リチャード
1,45,em-e5f6732bdd63,ラプンツェル・アユ,48,6816,3921,1,attribute_change,0.483,0.5764,191,9,8,いいえ,ラプンツェル・アユ / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / シミ
1,46,em-7d5a30231904,「ふ」じゃなくてふゅーま,60,4260,2556,0,attribute_change,0.4829,0.6111,200,0,8,いいえ,「ふ」じゃなくてふゅーま / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / チンチョーロさん
1,47,em-3151d77efe3f,チンチョーロさん,37,4805,4805,7,revive,0.4827,0.625,200,0,8,いいえ,チンチョーロさん / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 発音鬼リチャード
1,48,em-1e8ec25622df,切間・ンジャロさん,39,5871,3442,4,skill_reduction,0.4823,0.5556,197,3,8,いいえ,切間・ンジャロさん / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / はぎみタンさん
1,49,em-2c5d06641a28,ジャックレムリン,55,7497,3748,7,aoe_attack,0.4822,0.6181,195,5,8,いいえ,ジャックレムリン / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / チンチョーロさん
1,50,em-06bad6d4123b,猿もの追い払いネキ,31,2556,5367,1,attack_buff,0.482,0.6042,197,3,8,いいえ,猿もの追い払いネキ / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,51,em-8d4f1b618997,コトレードさん,68,8861,3748,5,damage_reduction,0.4798,0.6042,195,5,8,いいえ,コトレードさん / 竜王！角成馬之助 / 田島の春 / 百華百彩久連子 / シミ
1,52,em-ee43bce0e25f,vにゅーさん,51,3567,5271,1,damage_reduction,0.4798,0.5903,179,21,8,いいえ,vにゅーさん / カルボ姉（ねえ） / 大晦日のネギそば給仕少女 / ショウリョウ / シミ
1,53,em-8522b1e6c291,百華百彩久連子,55,5282,5282,3,multi_hit_attack,0.4797,0.5972,198,2,8,いいえ,百華百彩久連子 / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / シミ
1,54,em-c25db2f5b4ff,メルヘン☆グリ子,80,9202,3748,4,damage_reduction,0.4796,0.5833,197,3,8,いいえ,メルヘン☆グリ子 / 竜王！角成馬之助 / 田島の春 / ア、ショーカ大王 / シミ
1,55,em-5ae7ac6baf45,ɚすぃとRuru？,36,4771,4771,0,attribute_change,0.4795,0.5556,185,15,8,いいえ,ɚすぃとRuru？ / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,56,em-9b1b7dceab8e,ブダ山ペスト太郎,40,6305,2044,0,damage_reduction,0.4794,0.5972,197,3,8,いいえ,ブダ山ペスト太郎 / ピコ島ぴーこ / ɚすぃとあろま？ / 百華百彩久連子 / ジェヴォたんは狼？
1,57,em-e5fb3c6a3323,ガジュ・まる子さん,34,3748,4430,5,revive,0.4792,0.6319,200,0,8,いいえ,ガジュ・まる子さん / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,58,em-c1bbe00e5d61,ジョンは時を知らない,48,4771,3493,0,attack_buff,0.4784,0.5833,196,4,8,いいえ,ジョンは時を知らない / vにゅーさん / ミッシェル・もなむー / 上京！世界師匠 / シミ
1,59,em-ffde6d61f228,有頂天☆安倍晴明,45,3936,4771,5,skill_reduction,0.4783,0.5625,188,12,8,いいえ,有頂天☆安倍晴明 / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / シミ
1,60,em-d72497692e5c,バリ……トゥンク…王,41,1530,5279,0,guard,0.4758,0.5833,199,1,8,いいえ,バリ……トゥンク…王 / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / チンチョーロさん
1,61,em-a22cc3bfaf50,ミッシェル・もなむー,45,5623,3748,2,multi_hit_attack,0.4755,0.5972,196,4,8,いいえ,ミッシェル・もなむー / vにゅーさん / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,62,em-e8da10b52c13,田島・ハル,34,937,5793,1,multi_hit_attack,0.4752,0.6042,200,0,8,いいえ,田島・ハル / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,63,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,0.4752,0.5694,193,7,8,いいえ,ダリア・宮子・9 / 田島・ハル / 大晦日のネギそば給仕少女 / ハバキたん / 発音鬼リチャード
1,64,em-760bb0daf1c9,ゲキ悪オヤジ(神),53,5112,5112,6,delay,0.4748,0.5417,194,6,8,いいえ,ゲキ悪オヤジ(神) / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,65,em-06a3d28ae15f,オオガラッパ,36,3783,4771,2,skill_reduction,0.4741,0.5625,185,15,8,いいえ,オオガラッパ / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,66,em-4d6cd3fa7afc,宗像スリーピース,32,4601,4089,5,aoe_attack,0.4738,0.625,198,2,8,いいえ,宗像スリーピース / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,67,em-a16b37d47f95,ふわふわちゃんとママ,60,6928,3520,3,skill_reduction,0.4731,0.5417,200,0,8,いいえ,ふわふわちゃんとママ / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / チンチョーロさん
1,68,em-0e334d0d8b75,フアイチヴ夫,37,3919,2044,0,heal,0.4728,0.625,200,0,8,いいえ,フアイチヴ夫 / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 発音鬼リチャード
1,69,em-e15fbf6ecd0c,シャーロック&エッジュ,41,4260,5112,2,skill_reduction,0.4715,0.5417,184,16,8,いいえ,シャーロック&エッジュ / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / シミ
1,70,em-bc848e4ecf13,マラムさん,38,4703,4532,1,attribute_change,0.4714,0.5764,187,13,8,いいえ,マラムさん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,71,em-9c0c703673c5,突撃ジャンヌさん,90,7668,6475,1,multi_hit_attack,0.4713,0.5069,198,2,8,いいえ,突撃ジャンヌさん / 竜王！角成馬之助 / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,72,em-459f1ecad59a,電波姫☆いまりちゃん,28,3919,4260,4,delay,0.4712,0.5694,199,1,8,いいえ,電波姫☆いまりちゃん / vにゅーさん / ミッシェル・もなむー / 百華百彩久連子 / シミ
1,73,em-9413da55b7e0,ヤマピカリャーコ,47,4515,5095,2,multi_hit_attack,0.4711,0.5833,198,2,8,いいえ,ヤマピカリャーコ / vにゅーさん / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,74,em-f647c6633f95,爆誕！さくどん,42,3408,4260,7,delay,0.4706,0.5764,200,0,8,いいえ,爆誕！さくどん / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / チンチョーロさん
1,75,em-a9738b409d24,カジランガ守り隊員,45,7668,1533,2,attack_buff,0.4705,0.6111,176,24,8,いいえ,カジランガ守り隊員 / ガッサのお嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,76,em-361f82120d03,オイボくん,40,6645,2556,2,attack_buff,0.4701,0.5972,189,11,8,いいえ,オイボくん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,77,em-bf60c5d7bbe5,ワイン塗れのぐっすん,39,2453,5555,1,attack_buff,0.47,0.5833,188,12,8,いいえ,ワイン塗れのぐっすん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,78,em-2a5e6ca1207c,ケーンクラちゃん,81,9713,4089,6,damage_reduction,0.4696,0.5833,193,7,8,いいえ,ケーンクラちゃん / けるるんぱさらん / キューバのラムちゃん / 上京！世界師匠 / 発音鬼リチャード
1,79,em-5243f0a3b3b5,猫毘沙門天,47,4430,4089,5,aoe_attack,0.4693,0.6181,198,2,8,いいえ,猫毘沙門天 / vにゅーさん / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,80,em-d77542ffe604,?????,42,6475,3067,2,attack_buff,0.4689,0.5833,187,13,8,いいえ,????? / ばけごろう / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,81,em-7e81ebc98ef9,稼働！K-MEN,57,6475,3067,1,guard,0.4687,0.5694,198,2,8,いいえ,稼働！K-MEN / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,82,em-a30066999e70,降臨！天草トッキー,40,4260,5964,4,attack_buff,0.4686,0.5903,189,11,8,いいえ,降臨！天草トッキー / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,83,em-77df113e9f3b,聖方理納,80,8350,5118,1,damage_reduction,0.4686,0.5208,185,15,8,いいえ,聖方理納 / ある半ブラというＰＷ / 田島の春 / 雷鳥プリトヴィさん / シミ
1,84,em-cc181917eaeb,無双中な宗茂さん,60,6405,4941,2,aoe_attack,0.4685,0.5625,191,9,8,いいえ,無双中な宗茂さん / ある半ブラというＰＷ / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,85,em-c1137ad2cb1c,繊細さん？な芥川君,15,1400,3703,5,skill_reduction,0.4678,0.5972,176,24,8,いいえ,繊細さん？な芥川君 / けるるんぱさらん / 大晦日のネギそば給仕少女 / ハバキたん / ラパヌイ先生
1,86,em-4c03ad40dce9,源のゴライコー,75,7923,6390,4,attack_buff,0.4677,0.5486,200,0,8,いいえ,源のゴライコー / vにゅーさん / ɚすぃとあろま？ / 雷鳥プリトヴィさん / チンチョーロさん
1,87,em-7fe8d05d0c62,艶やかヤッコ,30,3135,3408,0,attribute_change,0.4671,0.5903,191,9,8,いいえ,艶やかヤッコ / けるるんぱさらん / 大晦日のネギそば給仕少女 / ハバキたん / ラパヌイ先生
1,88,em-2c691fe63d0d,ブッシュドノエルん,38,3652,5354,2,attack_buff,0.4669,0.5833,187,13,8,いいえ,ブッシュドノエルん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,89,em-a9f11e917d08,さふらんボルギーニャ,40,5163,3970,3,skill_reduction,0.4669,0.5486,189,11,8,いいえ,さふらんボルギーニャ / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,90,em-13eb68eee59d,マーサイ兄さん,34,4260,3834,4,attack_buff,0.4666,0.6181,200,0,8,いいえ,マーサイ兄さん / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,91,em-5981c18a4a99,オシラサマ,33,4260,3322,3,heal,0.4663,0.6181,199,1,8,いいえ,オシラサマ / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,92,em-f565b0314902,覚醒大氷怪・雪愛,37,4345,4515,1,attribute_change,0.4659,0.5694,186,14,8,いいえ,覚醒大氷怪・雪愛 / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,93,em-682cda3863fb,脱力コンビあろま＆るる,48,3067,5623,2,skill_reduction,0.4657,0.5486,189,11,8,いいえ,脱力コンビあろま＆るる / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,94,em-d4ddef9a4e05,大ふわふわさん,36,6247,2839,4,skill_reduction,0.4641,0.5556,185,15,8,いいえ,大ふわふわさん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,95,em-e0b5c355755f,ミョイネン様,36,5180,3067,5,revive,0.464,0.6181,199,1,8,いいえ,ミョイネン様 / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 発音鬼リチャード
1,96,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),55,6475,3748,6,delay,0.4631,0.5278,196,4,8,いいえ,まさか殿(ｼﾞｬｰｼﾞ) / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,97,em-ff5428a9ceca,アブラムシ,30,5112,3408,4,revive,0.4629,0.6042,196,4,8,いいえ,アブラムシ / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,98,em-f69cec08bbe4,魔女っ魚☆メルルン,41,3834,4345,2,skill_reduction,0.462,0.5556,174,26,8,いいえ,魔女っ魚☆メルルン / カルボ姉（ねえ） / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,99,em-45aaafc4cae5,首領・刑部たぬた,40,6645,2726,4,multi_hit_attack,0.4619,0.6042,200,0,8,いいえ,首領・刑部たぬた / ピコ島ぴーこ / 田島の春 / 大崎どんと先輩 / 宗像スリーピース
1,100,em-c0b8a38b4040,鹿喰らいの狼マン,47,4771,3748,2,multi_hit_attack,0.4618,0.5833,198,2,8,いいえ,鹿喰らいの狼マン / vにゅーさん / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,101,em-abedd080c9aa,ﾚﾌﾟﾗｺｰﾝな落花妖精,37,5112,2385,4,revive,0.4606,0.625,200,0,8,いいえ,ﾚﾌﾟﾗｺｰﾝな落花妖精 / vにゅーさん / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 発音鬼リチャード
1,102,em-a43c7b67cbc3,ケルトレントさん,47,6816,3067,6,guard,0.4605,0.6042,188,12,8,いいえ,ケルトレントさん / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / シミ
1,103,em-7f5fe06d82f7,特攻のびゃこ,39,2641,6219,2,attack_buff,0.4598,0.5764,188,12,8,いいえ,特攻のびゃこ / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,104,em-018ed1cdac9e,フユシャク,28,3067,3408,0,heal,0.459,0.5764,184,16,8,いいえ,フユシャク / シャーロック&エッジュ / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,105,em-c5ad7d4a88ac,ほのぼのレイフ先輩,41,3408,4260,0,attack_buff,0.459,0.5556,199,1,8,いいえ,ほのぼのレイフ先輩 / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / チンチョーロさん
1,106,em-690a803a0c00,タッターさん,47,4089,2222,2,multi_hit_attack,0.4587,0.6181,198,2,8,いいえ,タッターさん / vにゅーさん / 大晦日のネギそば給仕少女 / 首領・刑部たぬた / シミ
1,107,em-7d3aff4377e1,となりの201号さん,60,7159,3751,5,guard,0.4587,0.5903,185,15,8,いいえ,となりの201号さん / シャーロック&エッジュ / 田島の春 / リスマニア / シミ
1,108,em-bae534d22214,猫キャットとOLさん,37,3786,3786,3,delay,0.4587,0.5625,186,14,8,いいえ,猫キャットとOLさん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,109,em-9b97e564ea43,ユールシスター☆ノエルん,43,5523,4112,3,multi_hit_attack,0.4586,0.5833,188,12,8,いいえ,ユールシスター☆ノエルん / ばけごろう / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,110,em-9f12b7859731,マプングブエの戦士,43,6584,3292,3,multi_hit_attack,0.4569,0.5833,188,12,8,いいえ,マプングブエの戦士 / ばけごろう / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,111,em-c7bfc44f703b,輝け☆椛マン！,28,4260,3408,1,heal,0.4566,0.5764,184,16,8,いいえ,輝け☆椛マン！ / シャーロック&エッジュ / 大晦日のネギそば給仕少女 / 百華百彩久連子 / リスマニア
1,112,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,60,6816,4771,3,heal,0.4566,0.5556,200,0,8,いいえ,ｴﾝｾﾞﾘｯｸ☆エンゼル / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / 発音鬼リチャード
1,113,em-8d98226e5962,玉稜の首領・たまうー,29,3067,4260,4,delay,0.4564,0.5556,200,0,8,いいえ,玉稜の首領・たまうー / vにゅーさん / ミッシェル・もなむー / 百華百彩久連子 / シミ
1,114,em-3b481c9796d0,糸巻万太朗,38,5623,4260,2,attribute_change,0.4554,0.5625,187,13,8,いいえ,糸巻万太朗 / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,115,em-9bc7273dd8d5,シンハ☆ラジャ様,44,4260,6475,7,guard,0.4551,0.5833,187,13,8,いいえ,シンハ☆ラジャ様 / vにゅーさん / 無双中な宗茂さん / ɚすぃとあろま？ / シミ
1,116,em-5a5c1d1004c1,妖精女王ミカーンニア,42,3408,4771,4,skill_reduction,0.4551,0.5417,200,0,8,いいえ,妖精女王ミカーンニア / vにゅーさん / ミッシェル・もなむー / 雷鳥プリトヴィさん / チンチョーロさん
1,117,em-5d063141c6e0,ブルーフェイス姐さん,33,3919,4260,0,attribute_change,0.455,0.5486,182,18,8,いいえ,ブルーフェイス姐さん / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,118,em-e442a06775e7,祭りだ☆富姫,40,3067,5453,2,attack_buff,0.4549,0.5764,189,11,8,いいえ,祭りだ☆富姫 / 田島・ハル / 大晦日のネギそば給仕少女 / 百華百彩久連子 / シミ
1,119,em-192a5247d83c,マサムネーダー,32,3919,5112,2,attribute_change,0.4546,0.5625,200,0,8,いいえ,マサムネーダー / ピコ島ぴーこ / 田島の春 / 大崎どんと先輩 / 首領・刑部たぬた
