枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,評価状態
1,14,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,55,6901,3451,4,damage_reduction,-0.0694,-0.1292,0.6875,0.7569,ｺﾄﾖﾛ!巳ーちゃん様 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,15,em-41b8799b7505,まおーちゃん,50,3748,4941,3,revive,-0.0694,-0.1344,0.6875,0.7569,まおーちゃん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,16,em-d7873747b412,藤のフヒッティ,75,10735,3578,1,damage_reduction,-0.0694,-0.1425,0.6875,0.7569,藤のフヒッティ / バルパラ★イソ子 / 広報担当：アッシュ / 巳ーちゃんさん / メジーナ,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,17,em-78c7d71a75d2,美音三銃士を連れてきたよ,50,6475,3748,5,revive,-0.0764,-0.1366,0.6806,0.7569,美音三銃士を連れてきたよ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,18,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),55,6475,3748,6,delay,-0.0764,-0.1366,0.6806,0.7569,まさか殿(ｼﾞｬｰｼﾞ) / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,19,em-2c5d06641a28,ジャックレムリン,55,7497,3748,7,aoe_attack,-0.0833,-0.1466,0.6736,0.7569,ジャックレムリン / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,20,em-84d3175a9388,コン勝神☆くー様,48,3809,7024,4,attack_buff,-0.0833,-0.1491,0.6736,0.7569,コン勝神☆くー様 / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,21,em-bbce42d72486,東がエデン,50,5112,5112,0,attribute_change,-0.0903,-0.1623,0.6667,0.7569,東がエデン / バルパラ★イソ子 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,22,em-378e340695dc,スクナクナクナクス,50,6816,3408,2,aoe_attack,-0.0833,-0.144,0.6736,0.7569,スクナクナクナクス / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,23,em-9b1b7dceab8e,ブダ山ペスト太郎,40,6305,2044,0,damage_reduction,-0.0833,-0.1503,0.6736,0.7569,ブダ山ペスト太郎 / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,24,em-67c9c425e81c,大いなる奇なる皇女,60,4260,4260,5,multi_hit_attack,-0.0903,-0.1527,0.6667,0.7569,大いなる奇なる皇女 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,25,em-5f292317fd1c,墨染のＰＬぴよ子,60,3656,3656,5,attribute_change,-0.0903,-0.1552,0.6667,0.7569,墨染のＰＬぴよ子 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,26,em-563e34211286,大抵カールのせい,50,4686,5112,1,damage_reduction,-0.0903,-0.1474,0.6667,0.7569,大抵カールのせい / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,27,em-2849b1a72ff2,生足魅惑の☆ハクさん,80,11246,5112,5,attack_buff,-0.0903,-0.1487,0.6667,0.7569,生足魅惑の☆ハクさん / 覚醒けいび / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,28,em-daac43f51729,四悪妖・鵺,88,9542,5964,1,attribute_change,-0.0903,-0.1552,0.6667,0.7569,四悪妖・鵺 / バルパラ★イソ子 / 広報担当：アッシュ / コンゴーニャスパス / メジーナ,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,29,em-f9fcb91b983d,アエネウスと弟くん,60,4175,4175,0,damage_reduction,-0.0903,-0.1565,0.6667,0.7569,アエネウスと弟くん / シガー☆直哉 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,30,em-93bcb3ddcb90,蝦夷の鬼武者,50,5367,4771,1,attack_buff,-0.0903,-0.16,0.6667,0.7569,蝦夷の鬼武者 / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,31,em-03ca4c2f4e9d,勝手にストゥッツさん,51,6560,3786,0,attribute_change,-0.0903,-0.16,0.6667,0.7569,勝手にストゥッツさん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,32,em-4533a7697d48,謀反人ミッツ,60,6645,4430,3,damage_reduction,-0.0903,-0.1527,0.6667,0.7569,謀反人ミッツ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,33,em-f7f78d464e92,ウミウサーヌ,60,3408,4601,3,guard,-0.0972,-0.1473,0.6597,0.7569,ウミウサーヌ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / バビるわバビル君。,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,34,em-27802083d7f5,チュニスさん,50,5964,3919,4,skill_reduction,-0.0972,-0.1575,0.6597,0.7569,チュニスさん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,35,em-f119f767f457,アダム＆エバ,50,5112,4260,4,attack_buff,-0.0972,-0.1575,0.6597,0.7569,アダム＆エバ / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,36,em-a5e1e009bda8,くまのたん伝説,80,8861,8179,5,attack_buff,-0.0972,-0.1561,0.6597,0.7569,くまのたん伝説 / バルパラ★イソ子 / 広報担当：アッシュ / 巳ーちゃんさん / 勇者オトシゴ,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,37,em-2a20d82018a7,強飯式太子君,43,4771,3408,1,heal,-0.0972,-0.1575,0.6597,0.7569,強飯式太子君 / ピカリャー射的ｽﾀｲﾙ / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,38,em-e795d2bbe2f0,北政所ねね様,60,5623,4601,3,attribute_guard,-0.0972,-0.1601,0.6597,0.7569,北政所ねね様 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,39,em-7547c480c963,ウミユリーず,60,4430,6475,5,skill_reduction,-0.0972,-0.165,0.6597,0.7569,ウミユリーず / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,40,em-f9ca1348e6ed,斎王代「鵺」,48,6884,3748,3,attribute_change,-0.0972,-0.1588,0.6597,0.7569,斎王代「鵺」 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,41,em-cc1dd429dace,?????,58,4171,4737,1,damage_reduction,-0.0972,-0.1588,0.6597,0.7569,????? / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,42,em-313faf3b400a,バルパラ★イソ子,36,3237,3067,1,attribute_guard,-0.1042,-0.1734,0.6528,0.7569,バルパラ★イソ子 / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / 巳ーちゃんさん / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,43,em-83954a93a691,閃きのヒラメちゃん,60,6560,4430,2,attribute_change,-0.0972,-0.1601,0.6597,0.7569,閃きのヒラメちゃん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,44,em-f4025e805468,best of 長田さん,50,3500,7000,1,attribute_change,-0.0972,-0.1613,0.6597,0.7569,best of 長田さん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,45,em-d7d6357dff74,フェニックス師匠,32,4508,4830,0,heal,-0.1042,-0.1746,0.6528,0.7569,フェニックス師匠 / バルパラ★イソ子 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,46,em-4e3940289203,スーパー軍師兵衛ズ,60,7838,2385,3,skill_reduction,-0.0972,-0.1588,0.6597,0.7569,スーパー軍師兵衛ズ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,47,em-8b48dbb598d6,高杉ぃ高杉ぃぃ！,60,7500,1704,1,attack_buff,-0.0972,-0.165,0.6597,0.7569,高杉ぃ高杉ぃぃ！ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,48,em-2e6dfffcc947,グレート三重子ちゃん,50,4473,4473,0,attribute_change,-0.1042,-0.1711,0.6528,0.7569,グレート三重子ちゃん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,49,em-42b503c8643c,姉上と青コリくん,48,3322,3322,0,damage_reduction,-0.1042,-0.1746,0.6528,0.7569,姉上と青コリくん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,50,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,60,6816,4771,3,heal,-0.1042,-0.1661,0.6528,0.7569,ｴﾝｾﾞﾘｯｸ☆エンゼル / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,51,em-32ef1535a66a,ハバキたん,60,6816,4260,3,damage_reduction,-0.1042,-0.1686,0.6528,0.7569,ハバキたん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,52,em-bdcce3725e8b,修験鬼ギュウちゃん,85,9372,5453,1,damage_reduction,-0.1042,-0.1699,0.6528,0.7569,修験鬼ギュウちゃん / ヤマさんヤミーさん / 広報担当：アッシュ / 巳ーちゃんさん / メジーナ,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,53,em-299bbc95ef27,タコンナ,60,4260,5964,5,heal,-0.1042,-0.1734,0.6528,0.7569,タコンナ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,54,em-b6adaf9bf556,こうせえっつう女中,17,805,2898,0,attack_buff,-0.1111,-0.1734,0.6458,0.7569,こうせえっつう女中 / バルパラ★イソ子 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,55,em-5d696ecc61dd,カミキリ,75,5845,6134,1,attack_buff,-0.1111,-0.1894,0.6458,0.7569,カミキリ / バルパラ★イソ子 / 広報担当：アッシュ / バターリャ後悔王子 / Ｃ・Ｃ☆電車姫,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,56,em-8522b1e6c291,百華百彩久連子,55,5282,5282,3,multi_hit_attack,-0.1111,-0.1759,0.6458,0.7569,百華百彩久連子 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,57,em-7ba25345ffb0,シーさま,60,4601,4601,3,delay,-0.1111,-0.1784,0.6458,0.7569,シーさま / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,58,em-5a047ed41d97,KJの少女Hi児,48,4941,3919,5,multi_hit_attack,-0.1111,-0.1795,0.6458,0.7569,KJの少女Hi児 / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,59,em-cc181917eaeb,無双中な宗茂さん,60,6405,4941,2,aoe_attack,-0.1111,-0.1747,0.6458,0.7569,無双中な宗茂さん / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,60,em-e394b3795363,伝説の少女キャンディ,50,5507,5507,7,skill_reduction,-0.1111,-0.1772,0.6458,0.7569,伝説の少女キャンディ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,61,em-814b464a2192,ナナホシ,50,5044,5044,3,skill_reduction,-0.1111,-0.1784,0.6458,0.7569,ナナホシ / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,partial-skill-support
1,62,em-01ed0ad1bb88,ムガるぞ！フマゆん,78,8350,6805,3,aoe_attack,-0.1111,-0.1807,0.6458,0.7569,ムガるぞ！フマゆん / バルパラ★イソ子 / 広報担当：アッシュ / 巳ーちゃんさん / 勇者オトシゴ,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,63,em-11f22e87203d,骨喰　花蟲,60,2300,5708,4,revive,-0.1181,-0.1739,0.6389,0.7569,骨喰　花蟲 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / バビるわバビル君。,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,64,em-54cb13a72721,不思議の海のモヅルン,60,6475,4941,3,attribute_guard,-0.1111,-0.1747,0.6458,0.7569,不思議の海のモヅルン / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,65,em-237ca774c5e5,ルナプリ☆かぐや様,66,8861,1584,1,aoe_attack,-0.1111,-0.1772,0.6458,0.7569,ルナプリ☆かぐや様 / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / バビるわバビル君。,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,66,em-98053d851e29,炎上魔女ベファーナ,59,2088,3748,2,revive,-0.1181,-0.1754,0.6389,0.7569,炎上魔女ベファーナ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / バビるわバビル君。,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,67,em-0a34a4b839d5,堕落勇者オトシゴ,60,4732,5111,8,damage_reduction,-0.1181,-0.1832,0.6389,0.7569,堕落勇者オトシゴ / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
1,68,em-6cd949ff7539,?????,53,1842,6475,2,guard,-0.1181,-0.1767,0.6389,0.7569,????? / ヤマさんヤミーさん / 広報担当：アッシュ / バターリャ後悔王子 / Ｈ・Ｆ・ウーマン,vにゅーさん / ｼｬﾐｯ子！シャーミー君 / 広報担当：アッシュ / バターリャ後悔王子 / 熱ぅい！地獄雀,complete
