枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,評価状態
1,11,em-fc61ebfabf67,(Ｕ^ω^)亭馬琴,20,2576,644,0,guard,-0.0841,-0.1361,0.7361,0.8203,(Ｕ^ω^)亭馬琴 / 超患部ぴよフェッサー / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,12,em-679b3b1b58a8,シャフとリサブス,25,2944,3548,1,heal,-0.0911,-0.1408,0.7292,0.8203,シャフとリサブス / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,13,em-9a1b8b33af97,バレチョコすわ子,46,3646,1874,0,multi_hit_attack,-0.0772,-0.1427,0.7431,0.8203,バレチョコすわ子 / コーベリアル公爵 / カム着火べあぱわー / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,14,em-bbce42d72486,東がエデン,50,5112,5112,0,attribute_change,-0.0772,-0.1436,0.7431,0.8203,東がエデン / コーベリアル公爵 / すわ子isGOD！ / あ、しょーか大先生 / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,15,em-2b584e87473c,ウルルさんのオフ曜日,41,2958,6816,1,attack_buff,-0.0838,-0.1458,0.7365,0.8203,ウルルさんのオフ曜日 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,16,em-2f0a120135a2,神降ろし！宮子様,24,3578,3152,0,heal,-0.0912,-0.1468,0.7291,0.8203,神降ろし！宮子様 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,17,em-12386dff9bd5,サリエリ許さないマン,21,2827,2827,4,revive,-0.0841,-0.1485,0.7361,0.8203,サリエリ許さないマン / コーベリアル公爵 / やまたのおろちん / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,18,em-b78d9042e361,サルパちゃん,28,4362,3748,2,multi_hit_attack,-0.0911,-0.1497,0.7292,0.8203,サルパちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,19,em-ecc88d69f40d,恋愛成就☆どうしん様,25,2649,2504,1,heal,-0.098,-0.1498,0.7222,0.8203,恋愛成就☆どうしん様 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,20,em-4f7f91fb4514,うどんの天使,42,3067,3748,1,attack_buff,-0.0907,-0.1505,0.7295,0.8203,うどんの天使 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,21,em-5c142a19c12c,菅大臣・どうしん様,24,2649,2504,1,heal,-0.0982,-0.1513,0.722,0.8203,菅大臣・どうしん様 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,22,em-68c38b69771b,ぱんつぁーぴよ子,28,4412,3287,1,attribute_guard,-0.098,-0.1528,0.7222,0.8203,ぱんつぁーぴよ子 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,23,em-53fae101e208,水海　月,34,3288,4260,1,attribute_guard,-0.0911,-0.1535,0.7292,0.8203,水海　月 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 劇場版ＪＡＸＡイル,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,24,em-09a7a163b0cd,沼南ぱモーセ,38,2556,5623,2,attack_buff,-0.0911,-0.1537,0.7292,0.8203,沼南ぱモーセ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,25,em-d1a3ff650b2f,メテオ大好きっこ,26,4669,3229,0,attack_buff,-0.1117,-0.1544,0.7085,0.8203,メテオ大好きっこ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,26,em-654601ffb56d,スースちゃん,15,1132,2265,0,damage_reduction,-0.0911,-0.1547,0.7291,0.8203,スースちゃん / コーベリアル公爵 / ????? / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,27,em-fef48f3b2f9e,まん丸！シャーミー君,28,3800,3237,1,attack_buff,-0.105,-0.1557,0.7153,0.8203,まん丸！シャーミー君 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,28,em-2ddce7bebb05,ツノザヤ君は握手ﾁｭｳ,27,37,3023,0,damage_reduction,-0.105,-0.1557,0.7153,0.8203,ツノザヤ君は握手ﾁｭｳ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,29,em-e85f4ced46d6,ツノザヤ君は脳天気,27,43,3360,0,damage_reduction,-0.105,-0.1557,0.7153,0.8203,ツノザヤ君は脳天気 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,30,em-fca49f3752f8,電波姫☆いまりちゃん,38,3919,4260,3,delay,-0.0841,-0.1559,0.7361,0.8203,電波姫☆いまりちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,partial-skill-support
1,31,em-42c90dd17240,GSPS！秀郷先生,34,3578,4601,2,attack_buff,-0.105,-0.1572,0.7153,0.8203,GSPS！秀郷先生 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 劇場版ＪＡＸＡイル,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,32,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,-0.0907,-0.1593,0.7295,0.8203,ダリア・宮子・9 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,33,em-0bcb369cdcd9,キタキツネの神様,36,3748,4771,3,attack_buff,-0.0911,-0.1621,0.7292,0.8203,キタキツネの神様 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,34,em-563e34211286,大抵カールのせい,50,4686,5112,1,damage_reduction,-0.098,-0.1668,0.7222,0.8203,大抵カールのせい / コーベリアル公爵 / すわ子isGOD！ / あ、しょーか大先生 / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,35,em-0e6d3baf12ca,ネギ少女じゅんちゃん,36,3544,3544,1,heal,-0.105,-0.167,0.7153,0.8203,ネギ少女じゅんちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,36,em-aff304b1eab4,日本一の桃たろす,42,4260,5964,2,attribute_change,-0.1119,-0.1672,0.7083,0.8203,日本一の桃たろす / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,37,em-94a55ee81090,瑠璃の君,27,3067,2453,1,damage_reduction,-0.1118,-0.1673,0.7085,0.8203,瑠璃の君 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,38,em-96c4c1bf7f87,畳リーゼントの御頭,40,4345,4345,2,attack_buff,-0.098,-0.1682,0.7222,0.8203,畳リーゼントの御頭 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,39,em-ca249600bce3,アレス暮らし,24,2737,1932,1,attack_buff,-0.1187,-0.1685,0.7015,0.8203,アレス暮らし / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,40,em-cf78c5cc3134,オタテカモ次郎,28,4186,3059,2,attribute_change,-0.1189,-0.1704,0.7014,0.8203,オタテカモ次郎 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,41,em-10b41d0249c9,ホタル,40,4396,5163,1,attribute_change,-0.1189,-0.1716,0.7014,0.8203,ホタル / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,42,em-357427c8f331,反魂タン昼食TIME,27,3067,5623,4,attack_buff,-0.105,-0.172,0.7153,0.8203,反魂タン昼食TIME / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,43,em-c1bbe00e5d61,ジョンは時を知らない,48,4771,3493,0,attack_buff,-0.1189,-0.1749,0.7014,0.8203,ジョンは時を知らない / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / スノーボーイ,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,44,em-9d5a58645c8c,カロニスタ・ヴェニ子,37,4444,4444,2,attack_buff,-0.105,-0.1755,0.7153,0.8203,カロニスタ・ヴェニ子 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,45,em-c2219f10d4e0,青コリくん,16,1533,2556,0,damage_reduction,-0.1119,-0.1766,0.7083,0.8203,青コリくん / コーベリアル公爵 / すわ子isGOD！ / 収穫☆にいがタン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,46,em-7688ea925e5e,瑠璃ノ宮,27,3408,2726,1,damage_reduction,-0.1257,-0.1774,0.6946,0.8203,瑠璃ノ宮 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,47,em-1be59b60bcb4,アメンボ,30,2215,3919,0,attack_buff,-0.1189,-0.1777,0.7014,0.8203,アメンボ / コーベリアル公爵 / すわ子isGOD！ / スホクラント先生 / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,48,em-adcf70bfd425,2人はフェレナント君,37,2982,5964,1,attribute_change,-0.1189,-0.1777,0.7014,0.8203,2人はフェレナント君 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,49,em-322b7fbdab7e,むろまち様,34,2556,5112,7,aoe_attack,-0.1119,-0.1778,0.7083,0.8203,むろまち様 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,50,em-90c9b7a939a7,九十九里流,37,2982,5112,4,attack_buff,-0.1119,-0.1778,0.7083,0.8203,九十九里流 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,51,em-dade81e05fdb,紫式部@物語執筆中,25,1771,3220,0,damage_reduction,-0.1321,-0.178,0.6882,0.8203,紫式部@物語執筆中 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,52,em-c8ed16119cbe,ヴェルラの木こり,28,3014,3162,2,guard,-0.1328,-0.1803,0.6875,0.8203,ヴェルラの木こり / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,53,em-e121ae05cb4a,戦国ドラグーン,32,3919,5112,0,attribute_change,-0.1328,-0.1803,0.6875,0.8203,戦国ドラグーン / コーベリアル公爵 / すわ子isGOD！ / スホクラント先生 / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,54,em-80894fcaa10c,とんこつ神！博多美子,40,4089,5350,3,attack_buff,-0.1119,-0.1805,0.7083,0.8203,とんこつ神！博多美子 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,55,em-ec5b8324ab06,袴着！いつくしーみん,36,3401,3401,2,attack_buff,-0.1258,-0.1822,0.6944,0.8203,袴着！いつくしーみん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,56,em-269e75871422,瑠璃☆瑠璃,27,2726,2181,1,damage_reduction,-0.1396,-0.1838,0.6807,0.8203,瑠璃☆瑠璃 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,57,em-42016d3a2172,織田フィナーレ,42,2556,5964,5,multi_hit_attack,-0.1189,-0.1851,0.7014,0.8203,織田フィナーレ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,58,em-ac3306faeab5,マサムネーダー,32,3919,5112,1,attribute_change,-0.1328,-0.1851,0.6875,0.8203,マサムネーダー / コーベリアル公爵 / すわ子isGOD！ / スホクラント先生 / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,59,em-95e1d74be5b6,Ｈ・Ｆ・ウーマン,47,6305,3748,2,guard,-0.1258,-0.1864,0.6944,0.8203,Ｈ・Ｆ・ウーマン / コーベリアル公爵 / カム着火べあぱわー / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,60,em-501834a284b1,加賀友☆禅野さん,38,4175,4771,2,attribute_change,-0.1328,-0.1866,0.6875,0.8203,加賀友☆禅野さん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,61,em-2a20d82018a7,強飯式太子君,43,4771,3408,1,heal,-0.1256,-0.1871,0.6947,0.8203,強飯式太子君 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,62,em-6d8ed6eb36b3,えかちぇたん,25,4260,2385,1,multi_hit_attack,-0.1258,-0.1876,0.6944,0.8203,えかちぇたん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,63,em-f565b0314902,覚醒大氷怪・雪愛,37,4345,4515,1,attribute_change,-0.1328,-0.1881,0.6875,0.8203,覚醒大氷怪・雪愛 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,64,em-3ff69ed35fe7,wiーん・ザ・ウルフ,19,2898,2898,4,attribute_change,-0.1186,-0.1884,0.7017,0.8203,wiーん・ザ・ウルフ / コーベリアル公爵 / やまたのおろちん / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,65,em-4d47f8a702ed,モヘン女ダロぉ,47,3374,6202,1,damage_reduction,-0.1258,-0.1886,0.6944,0.8203,モヘン女ダロぉ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / スノーボーイ,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,66,em-08c96cb40803,ノローニャ・パイセン,43,5964,3410,1,attack_buff,-0.1258,-0.1888,0.6944,0.8203,ノローニャ・パイセン / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 葉月ぴよ子,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,67,em-86926ff7d06c,満喫♪新年にくぁう,24,2085,3449,1,damage_reduction,-0.1393,-0.1889,0.681,0.8203,満喫♪新年にくぁう / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,68,em-c3c3a8e92b71,仮面のいはと先生,25,2095,3063,3,delay,-0.1328,-0.1895,0.6875,0.8203,仮面のいはと先生 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,partial-skill-support
1,69,em-d7d6357dff74,フェニックス師匠,32,4508,4830,0,heal,-0.1328,-0.1909,0.6875,0.8203,フェニックス師匠 / コーベリアル公爵 / すわ子isGOD！ / スホクラント先生 / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,70,em-df40dba7c56a,高野さん,34,4089,4089,5,skill_reduction,-0.1258,-0.1911,0.6944,0.8203,高野さん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 劇場版ＪＡＸＡイル,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,partial-skill-support
1,71,em-cd5bbd27a3ee,熊とか絶対殺すマン,40,4086,4771,5,delay,-0.1189,-0.192,0.7014,0.8203,熊とか絶対殺すマン / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,partial-skill-support
1,72,em-05476daa6b31,だんじり鉄砲隊,26,805,3599,4,attack_buff,-0.1397,-0.1924,0.6806,0.8203,だんじり鉄砲隊 / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,73,em-d111f497df0f,湘南大水曜日ボーイ,40,2044,5623,4,attack_buff,-0.1258,-0.1925,0.6944,0.8203,湘南大水曜日ボーイ / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 実はこんにゃくちゃん,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,74,em-fa3191833d67,エヴァン,28,3381,2776,2,damage_reduction,-0.1466,-0.1932,0.6736,0.8203,エヴァン / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
1,75,em-3c1078996c9c,めい子のNEW DAY,25,2760,2862,4,attribute_guard,-0.1397,-0.1935,0.6806,0.8203,めい子のNEW DAY / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 秋田世界発見伝,いろはの曙ちゃん / コーベリアル公爵 / すわ子isGOD！ / 漆黒及び純白のポワン / 首領子襲来!!,complete
