枠,実戦採用順位,単体貢献順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,同一4枠差し替え勝率差,差し替え安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,同一4枠差し替えデッキ,評価状態
1,11,11,em-d05fca3e00df,ほたるん,6,700,1000,3,attribute_change,-0.0347,-0.0639,-0.0278,-0.0585,0.8611,0.8958,ほたるん / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,12,12,em-dac0a350706a,くたにん,6,500,600,3,attribute_change,-0.0347,-0.0639,-0.0278,-0.0585,0.8611,0.8958,くたにん / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,13,13,em-7b3e9b66e40d,叶う！クルス様,12,1699,1699,1,attribute_change,-0.0417,-0.0869,-0.0069,-0.0366,0.8542,0.8958,叶う！クルス様 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,14,14,em-78c90c30a11c,夜光虫ほたるん,14,2265,3020,2,attribute_change,-0.0417,-0.0886,-0.0069,-0.0338,0.8542,0.8958,夜光虫ほたるん / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,15,15,em-8dfd3b91ca8d,総統エビユルゲ,6,1244,1159,1,attribute_change,-0.0417,-0.0746,-0.0278,-0.061,0.8542,0.8958,総統エビユルゲ / 叶う！クルス様 / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 叶う！クルス様 / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,16,17,em-f2d052955a43,大正義・フクちゃん,7,1128,1269,2,attribute_change,-0.0417,-0.0769,-0.0347,-0.0713,0.8542,0.8958,大正義・フクちゃん / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,17,16,em-6c1c64d0e4ed,七夕ぴよ子,7,1104,1104,3,revive,-0.0417,-0.072,-0.0347,-0.0666,0.8542,0.8958,七夕ぴよ子 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,18,19,em-a0159af9ab81,カネヒラくん,14,2385,2556,2,attribute_change,-0.0486,-0.0979,-0.0139,-0.0448,0.8472,0.8958,カネヒラくん / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,19,18,em-c67ab163f5d6,さくらこはダムです,12,2092,735,1,attribute_guard,-0.0486,-0.0869,-0.0139,-0.0264,0.8472,0.8958,さくらこはダムです / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,20,20,em-ca4955abcfb2,水の供犠ぴよ子,4,120,120,0,none,-0.0486,-0.0928,-0.0208,-0.0597,0.8472,0.8958,水の供犠ぴよ子 / スオ面スナイパー / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,皐月ぴよ子 / スオ面スナイパー / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,21,21,em-228697ae4ca1,かつお☆カーニバル,7,1128,1198,2,skill_reduction,-0.0486,-0.0848,-0.0417,-0.0791,0.8472,0.8958,かつお☆カーニバル / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,partial-skill-support
1,22,22,em-c7cd54f2e503,ケラマ☆マジカ,7,1057,1198,2,attribute_guard,-0.0486,-0.0848,-0.0417,-0.0791,0.8472,0.8958,ケラマ☆マジカ / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,23,23,em-c2219f10d4e0,青コリくん,16,1533,2556,0,damage_reduction,-0.0556,-0.0986,0.0069,-0.0085,0.8403,0.8958,青コリくん / さくらこさーん / ????? / ɚすぃとあろま？ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / さくらこさーん / ????? / ɚすぃとあろま？ / アグスティンさん,complete
1,24,24,em-e3dab98c64af,試作型おこしん,8,2265,1510,2,attribute_guard,-0.0556,-0.0947,-0.0069,-0.0224,0.8403,0.8958,試作型おこしん / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / アグスティンさん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / アグスティンさん,complete
1,25,31,em-ed68f4e03a58,欣喜ぴよ子,10,1785,1812,2,guard,-0.0556,-0.1004,-0.0208,-0.0504,0.8403,0.8958,欣喜ぴよ子 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,26,25,em-4e78a5d0dc7a,中央アルプスの少女達,13,1812,1510,1,damage_reduction,-0.0556,-0.0986,-0.0208,-0.0443,0.8403,0.8958,中央アルプスの少女達 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,27,28,em-c8db19de00fd,ワロンマイナー輩先,13,2953,1328,1,heal,-0.0556,-0.0986,-0.0208,-0.0443,0.8403,0.8958,ワロンマイナー輩先 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,28,29,em-cf9464eec3b4,ヒラメちゃん,13,2370,2044,1,attribute_change,-0.0556,-0.0986,-0.0208,-0.0443,0.8403,0.8958,ヒラメちゃん / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,29,30,em-e2feaf3c95b1,古の才次郎先生,13,1812,1963,1,attribute_change,-0.0556,-0.0986,-0.0208,-0.0443,0.8403,0.8958,古の才次郎先生 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,30,26,em-8bc827a54303,勝斧・カンムーリ,15,2896,1704,1,attack_buff,-0.0556,-0.0986,-0.0208,-0.0443,0.8403,0.8958,勝斧・カンムーリ / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,31,27,em-b820799215bb,ベレンだガマ,15,1,2145,0,damage_reduction,-0.0556,-0.0986,-0.0208,-0.0554,0.8403,0.8958,ベレンだガマ / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,32,32,em-3600ec808f3f,日本海女中,15,1288,2898,0,attack_buff,-0.0625,-0.119,0.0347,0.0084,0.8333,0.8958,日本海女中 / スオ面スナイパー / ヴェルラの木こり / ɚすぃとLulu？ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,こうせえっつう女中 / スオ面スナイパー / ヴェルラの木こり / ɚすぃとLulu？ / ロータス先輩,complete
1,33,33,em-2a26d74bb300,鮫っ子！フカオちゃん,21,4430,2996,5,attack_buff,-0.0625,-0.119,0.0278,-0.014,0.8333,0.8958,鮫っ子！フカオちゃん / スオ面スナイパー / 称えよ☆メジェド様！ / ɚすぃとLulu？ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / スオ面スナイパー / 称えよ☆メジェド様！ / ɚすぃとLulu？ / ロータス先輩,complete
1,34,34,em-00734b7bf0e4,アパカ☆アイガー師匠,16,1551,2733,1,attack_buff,-0.0625,-0.108,0.0139,-0.0143,0.8333,0.8958,アパカ☆アイガー師匠 / ヒラメちゃん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / 玄武ニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / ヒラメちゃん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / 玄武ニート,complete
1,35,35,em-7a7f1cd12450,スオ面スナイパー,13,1132,1812,1,attack_buff,-0.0625,-0.119,-0.0069,-0.0416,0.8333,0.8958,スオ面スナイパー / ヒラメちゃん / ????? / 雨降る倉敷のみかん姐 / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / ヒラメちゃん / ????? / 雨降る倉敷のみかん姐 / ネオニート,complete
1,36,39,em-535fe684b32f,新・フィッシャーマン,10,1286,1116,1,heal,-0.0625,-0.0982,-0.0278,-0.0558,0.8333,0.8958,新・フィッシャーマン / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,37,40,em-db1935c2a136,コーベリアル公爵,10,1229,1173,1,attribute_guard,-0.0625,-0.0982,-0.0278,-0.0558,0.8333,0.8958,コーベリアル公爵 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,38,41,em-15b63ea7b4c3,タオるんさん先輩師匠,14,1510,2180,2,attribute_guard,-0.0625,-0.1062,-0.0278,-0.0493,0.8333,0.8958,タオるんさん先輩師匠 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,39,42,em-86055d05ee01,ラムネ少女じゅんちゃん,14,2113,2113,2,heal,-0.0625,-0.1062,-0.0278,-0.0493,0.8333,0.8958,ラムネ少女じゅんちゃん / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,40,45,em-ed2bb6e12815,ラスコー原人,14,604,3624,1,attribute_change,-0.0625,-0.108,-0.0278,-0.0655,0.8333,0.8958,ラスコー原人 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,青玉の供犠ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ネオニート,complete
1,41,38,em-e4cc96d741ac,クル彦さん,9,702,702,1,attribute_change,-0.0625,-0.0958,-0.0278,-0.0493,0.8333,0.8958,クル彦さん / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,42,37,em-39a55990bbc4,願え！クルスさん,11,800,800,1,attribute_change,-0.0625,-0.0958,-0.0278,-0.0493,0.8333,0.8958,願え！クルスさん / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,43,36,em-251852280bcf,どうしんさん,12,615,605,1,heal,-0.0625,-0.0958,-0.0278,-0.0493,0.8333,0.8958,どうしんさん / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / 総統エビユルゲ / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,44,43,em-46432847d531,ＢＥＷ雪玉,8,2538,705,3,attack_buff,-0.0625,-0.108,-0.0278,-0.0527,0.8333,0.8958,ＢＥＷ雪玉 / キルワくん / ????? / サンカクドナウ / 実はこんにゃくちゃん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / キルワくん / ????? / サンカクドナウ / 実はこんにゃくちゃん,complete
1,45,44,em-874769710492,さふらんらん,8,1734,888,3,skill_reduction,-0.0625,-0.108,-0.0278,-0.0527,0.8333,0.8958,さふらんらん / キルワくん / ????? / サンカクドナウ / 実はこんにゃくちゃん,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / キルワくん / ????? / サンカクドナウ / 実はこんにゃくちゃん,partial-skill-support
1,46,46,em-51e67cfa8578,さくらこさーん,5,600,300,1,attribute_guard,-0.0625,-0.1098,-0.0347,-0.0792,0.8333,0.8958,さくらこさーん / スオ面スナイパー / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,皐月ぴよ子 / スオ面スナイパー / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,complete
1,47,47,em-916052b33162,リンゴルモア大王,7,1269,1128,3,delay,-0.0625,-0.1024,-0.0556,-0.0967,0.8333,0.8958,リンゴルモア大王 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,タキシラ師匠 / スウェルくん / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,partial-skill-support
1,48,48,em-5514b5658aa3,ハリウッドナナコ師匠,5,2503,1093,9,delay,-0.0625,-0.0982,-0.0625,-0.0982,0.8333,0.8958,ハリウッドナナコ師匠 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,partial-skill-support
1,49,49,em-b6adaf9bf556,こうせえっつう女中,17,805,2898,0,attack_buff,-0.0694,-0.1221,-0.0069,-0.0306,0.8264,0.8958,こうせえっつう女中 / Dr.&萌やﾁﾝｹﾞｰﾙ / 摩陀羅　潮真 / ɚすぃとLulu？ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / Dr.&萌やﾁﾝｹﾞｰﾙ / 摩陀羅　潮真 / ɚすぃとLulu？ / ロータス先輩,complete
1,50,50,em-4f3eddbe87bf,キルワくん,17,2141,3226,1,attack_buff,-0.0694,-0.1265,-0.0069,-0.048,0.8264,0.8958,キルワくん / Dr.&萌やﾁﾝｹﾞｰﾙ / 摩陀羅　潮真 / ɚすぃとLulu？ / ロータス先輩,星の白金ぴよ子 / 元キャプテン・hɔーク / ????? / 琵琶子ｲﾘｭｰｼﾞｮﾝ！ / ロータス先輩,日本海女中 / Dr.&萌やﾁﾝｹﾞｰﾙ / 摩陀羅　潮真 / ɚすぃとLulu？ / ロータス先輩,complete
