枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,機会勝率差,安定補正後差,候補勝率,代替勝率,候補デッキ,代替デッキ,評価状態
1,11,em-8d38e9c3aa92,オルカアタッカー虎子,70,9202,6134,1,attack_buff,-0.0267,-0.098,0.6528,0.6795,オルカアタッカー虎子 / ペーチパイセン / スーリヤ様が見てる / 郷くん / くーにょん,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,12,em-474d7b7d3bbe,イチャン～(から),26,3606,2850,2,aoe_attack,-0.0337,-0.0997,0.6458,0.6795,イチャン～(から) / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,13,em-fa48dd1cff0a,祭りだ浅ちゃん！,7,800,1603,4,attack_buff,-0.0337,-0.1012,0.6458,0.6795,祭りだ浅ちゃん！ / 怪童の金たろす / 祭り始めの蟹男 / 時のプラズマ / くーにょん,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,14,em-fa3191833d67,エヴァン,28,3381,2776,2,damage_reduction,-0.0406,-0.1059,0.6389,0.6795,エヴァン / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,15,em-6c3fedc97022,ご案内・ユカたん,18,1573,2576,0,attribute_guard,-0.0337,-0.108,0.6458,0.6795,ご案内・ユカたん / カルボ姉（ねえ） / 祭り始めの蟹男 / ハンドさんの匍匐前進 / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,16,em-85c830931d18,エルヴァスくん,12,2718,1812,5,skill_reduction,-0.0406,-0.1095,0.6389,0.6795,エルヴァスくん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,17,em-f203cae3d671,ペーチパイセン,9,1974,1100,1,attack_buff,-0.0486,-0.1095,0.625,0.6736,ペーチパイセン / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,タッセル君 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,complete
1,18,em-cd0a21cda0bb,タキシラ師匠,6,1861,733,0,heal,-0.0475,-0.1148,0.6319,0.6795,タキシラ師匠 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,19,em-980bac842ec7,ウシュか☆丸か,5,1410,1404,10,revive,-0.0475,-0.1169,0.6319,0.6795,ウシュか☆丸か / 怪童の金たろす / 祭り始めの蟹男 / 時のプラズマ / くーにょん,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,20,em-e121ae05cb4a,戦国ドラグーン,32,3919,5112,0,attribute_change,-0.0475,-0.1182,0.6319,0.6795,戦国ドラグーン / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,21,em-0fa663e82a9a,翠玉の供犠ぴよ子,6,1609,1609,0,none,-0.0475,-0.1182,0.6319,0.6795,翠玉の供犠ぴよ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,22,em-fd03da115e54,まさか殿,35,4396,4413,6,multi_hit_attack,-0.0406,-0.1196,0.6389,0.6795,まさか殿 / Dr.&萌やﾁﾝｹﾞｰﾙ / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,23,em-ed2518ac8873,もんさん,9,1200,400,3,heal,-0.0475,-0.1203,0.6319,0.6795,もんさん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,24,em-65cc0d6a4bcc,TAGIの映画祭,31,3748,2726,5,multi_hit_attack,-0.0545,-0.1232,0.625,0.6795,TAGIの映画祭 / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,25,em-24d6f242799c,大浜美波さん,32,3748,3408,5,revive,-0.0545,-0.1235,0.625,0.6795,大浜美波さん / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,26,em-01f1e4a2b36c,だーらくん三世,10,1500,100,3,guard,-0.0545,-0.1266,0.625,0.6795,だーらくん三世 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,27,em-3d15cccd7b04,ジャバラ帝王,10,2375,593,2,attribute_guard,-0.0545,-0.1266,0.625,0.6795,ジャバラ帝王 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,28,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,-0.0545,-0.1269,0.625,0.6795,ダリア・宮子・9 / カルボ姉（ねえ） / エルジェムさん / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,29,em-f91f1d179dcb,カナちゃんでつ,12,1661,1661,1,heal,-0.0614,-0.127,0.6181,0.6795,カナちゃんでつ / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,30,em-231cdc0f0757,忠犬八太郎,14,3775,755,6,delay,-0.0614,-0.1272,0.6181,0.6795,忠犬八太郎 / ペーチパイセン / ハンドさんは泳がない / 肉食ドゥブロさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,31,em-892bebe9d20c,ポtiア＆ポdiア,8,1762,634,2,attribute_guard,-0.0545,-0.1277,0.625,0.6795,ポtiア＆ポdiア / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,32,em-6b657d937678,ゆうれい寺の幽子さん,40,6816,1874,2,attack_buff,-0.0545,-0.128,0.625,0.6795,ゆうれい寺の幽子さん / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / くーにょん,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,33,em-08c96cb40803,ノローニャ・パイセン,43,5964,3410,1,attack_buff,-0.0545,-0.128,0.625,0.6795,ノローニャ・パイセン / カルボ姉（ねえ） / 顕花植物王熊ぐっすん / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,34,em-e160051446cf,賀正ぴよ子,8,1509,1005,3,heal,-0.0614,-0.1282,0.6181,0.6795,賀正ぴよ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,35,em-53e02d48f02a,It’s a ちーちゃん,33,6816,149,2,multi_hit_attack,-0.0545,-0.1288,0.625,0.6795,It’s a ちーちゃん / カルボ姉（ねえ） / ダヴィアさん / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,36,em-904dc3a6cb19,ɚすぃとLulu？,24,4260,2726,3,guard,-0.0545,-0.1288,0.625,0.6795,ɚすぃとLulu？ / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,37,em-a37b305548ef,なっとくんさん,5,400,400,2,skill_reduction,-0.0545,-0.1288,0.625,0.6795,なっとくんさん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,38,em-c6a3687dad8c,ウナギーヌさん,5,900,350,2,heal,-0.0545,-0.1288,0.625,0.6795,ウナギーヌさん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,39,em-502c02710bc4,覚醒けいび,6,345,300,2,multi_hit_attack,-0.0545,-0.1288,0.625,0.6795,覚醒けいび / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,40,em-f3d5bcd42444,あっぴー先輩,6,1000,400,2,heal,-0.0545,-0.1288,0.625,0.6795,あっぴー先輩 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,41,em-11d99e0659cb,明日香さん,5,380,420,2,damage_reduction,-0.0545,-0.1298,0.625,0.6795,明日香さん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,42,em-5c2be564e46b,粘菌博士熊ぐっすん,7,380,600,2,attack_buff,-0.0545,-0.1298,0.625,0.6795,粘菌博士熊ぐっすん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,43,em-c72361c2c3ed,わさび大王,8,1200,400,5,guard,-0.0545,-0.1298,0.625,0.6795,わさび大王 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,44,em-6ff1562355a9,ファジル先生,12,2256,1128,2,multi_hit_attack,-0.0545,-0.1309,0.625,0.6795,ファジル先生 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,45,em-44fb3ea29b8e,カナちゃんでい,29,3438,2831,1,heal,-0.0684,-0.1319,0.6111,0.6795,カナちゃんでい / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,46,em-05688a606392,芳一くん,3,300,400,7,revive,-0.0625,-0.134,0.6111,0.6736,芳一くん / カルボ姉（ねえ） / パレンケＶＲＳ / 時のプラズマ / 腹話フック,タッセル君 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,complete
1,47,em-2c6fd048179d,ジョン・鮭児,23,1448,2726,0,attack_buff,-0.0545,-0.1341,0.625,0.6795,ジョン・鮭児 / 権現くまのたん / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,48,em-634aa027562b,玄武,40,6816,2385,5,attack_buff,-0.0614,-0.1343,0.6181,0.6795,玄武 / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / くーにょん,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,49,em-192a5247d83c,マサムネーダー,32,3919,5112,2,attribute_change,-0.0684,-0.1348,0.6111,0.6795,マサムネーダー / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,50,em-313faf3b400a,バルパラ★イソ子,36,3237,3067,1,attribute_guard,-0.0614,-0.135,0.6181,0.6795,バルパラ★イソ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 明日香大明神 / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,51,em-06bad6d4123b,猿もの追い払いネキ,31,2556,5367,1,attack_buff,-0.0614,-0.1354,0.6181,0.6795,猿もの追い払いネキ / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,52,em-6fd11d4d3308,超天狗くまのたん,35,1704,7497,3,attack_buff,-0.0614,-0.1354,0.6181,0.6795,超天狗くまのたん / ウルルさんは役者やで / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,53,em-34ca667f5a4f,もん姉さん,11,1400,500,3,heal,-0.0614,-0.1361,0.6181,0.6795,もん姉さん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,54,em-3307021ed6b3,なっとくん,4,286,311,3,skill_reduction,-0.0614,-0.1372,0.6181,0.6795,なっとくん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,55,em-47063c22130f,わんこースそば,4,300,400,3,heal,-0.0614,-0.1372,0.6181,0.6795,わんこースそば / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,56,em-873c09a938ac,蓮太郎,4,310,302,3,skill_reduction,-0.0614,-0.1372,0.6181,0.6795,蓮太郎 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,57,em-fb5bfa8a3429,ひろしマン,4,300,300,3,heal,-0.0614,-0.1372,0.6181,0.6795,ひろしマン / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,58,em-8a7e4284ba4a,あっぴーさん,5,800,350,3,heal,-0.0614,-0.1372,0.6181,0.6795,あっぴーさん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,59,em-a2d0308a3d38,蓮次郎,5,400,380,3,skill_reduction,-0.0614,-0.1372,0.6181,0.6795,蓮次郎 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,60,em-039828fc85d9,ひろしマン・改,6,400,400,3,heal,-0.0614,-0.1372,0.6181,0.6795,ひろしマン・改 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,61,em-4d5398085b0f,うすきまさん,8,640,580,1,attribute_change,-0.0614,-0.1372,0.6181,0.6795,うすきまさん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,62,em-4e0f06589604,新・やよいチゥりっぷ,9,1100,200,3,attribute_change,-0.0614,-0.1372,0.6181,0.6795,新・やよいチゥりっぷ / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,63,em-c9268ab25340,大森銀さま,10,1600,200,3,damage_reduction,-0.0614,-0.1372,0.6181,0.6795,大森銀さま / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,64,em-1b9a55c9478e,熊犬八太郎,12,2100,400,6,delay,-0.0614,-0.1372,0.6181,0.6795,熊犬八太郎 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,65,em-cf71633a3be4,真・やよいチゥりっぷ,12,1500,300,3,attribute_change,-0.0614,-0.1372,0.6181,0.6795,真・やよいチゥりっぷ / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,66,em-564e1dfe9c75,コニーちゃん,3,300,300,4,damage_reduction,-0.0545,-0.1379,0.625,0.6795,コニーちゃん / カルボ姉（ねえ） / パレンケＶＲＳ / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,67,em-32a7d24a1ae1,伝統のタミちゃん,5,404,376,3,attribute_guard,-0.0614,-0.1382,0.6181,0.6795,伝統のタミちゃん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,68,em-12f1294c9b3b,雅だねお夏ちゃん,6,400,400,3,heal,-0.0614,-0.1382,0.6181,0.6795,雅だねお夏ちゃん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,69,em-2f1a1d5585bc,ゴリョカタくん,6,900,400,3,skill_reduction,-0.0614,-0.1382,0.6181,0.6795,ゴリョカタくん / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,70,em-4c5fdb8d93e7,新・屋久トレント,12,1550,450,5,attribute_guard,-0.0614,-0.1382,0.6181,0.6795,新・屋久トレント / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,71,em-7fe8d05d0c62,艶やかヤッコ,30,3135,3408,0,attribute_change,-0.0684,-0.1391,0.6111,0.6795,艶やかヤッコ / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,72,em-1ef7fe92af87,丸見えミナレット,17,2505,852,0,aoe_attack,-0.0684,-0.1392,0.6111,0.6795,丸見えミナレット / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,73,em-b523340b244f,金のドナドナぴよ子,4,100,100,0,none,-0.0614,-0.1393,0.6181,0.6795,金のドナドナぴよ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,74,em-ceae46610053,火の供犠ぴよ子,4,120,120,0,none,-0.0614,-0.1393,0.6181,0.6795,火の供犠ぴよ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,75,em-d8224a4d0deb,風の供犠ぴよ子,4,120,120,0,none,-0.0614,-0.1393,0.6181,0.6795,風の供犠ぴよ子 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,76,em-1ac59ba07362,アロエ・ディ・コトマ,11,2013,535,4,attribute_guard,-0.0614,-0.1393,0.6181,0.6795,アロエ・ディ・コトマ / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,77,em-70861f8a23e9,ウナギーヌくん,3,800,200,2,heal,-0.0614,-0.1403,0.6181,0.6795,ウナギーヌくん / カルボ姉（ねえ） / パレンケＶＲＳ / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,78,em-b269f3033038,うすきま先輩,12,840,760,1,attribute_change,-0.0614,-0.1403,0.6181,0.6795,うすきま先輩 / カルボ姉（ねえ） / 祭り始めの蟹男 / 巳ーちゃんさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,79,em-d239e5e972de,ズンビーフック,17,2012,3220,4,multi_hit_attack,-0.0753,-0.1405,0.6042,0.6795,ズンビーフック / ペーチパイセン / ハンドさんは泳がない / 肉食ドゥブロさん / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
1,80,em-32538f7c8341,熊殺しのサンタマン,58,6560,4345,5,delay,-0.0753,-0.1407,0.6042,0.6795,熊殺しのサンタマン / ペーチパイセン / エルジェムさん / 明日香大明神 / いーびルン,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,81,em-5b018e628ca0,道化師・コシャレ,32,3703,4669,5,delay,-0.0753,-0.1409,0.6042,0.6795,道化師・コシャレ / カルボ姉（ねえ） / 祭り始めの蟹男 / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,partial-skill-support
1,82,em-401fb8fe2284,S.K.O.Tちゃん,3,750,200,6,heal,-0.0614,-0.1413,0.6181,0.6795,S.K.O.Tちゃん / カルボ姉（ねえ） / パレンケＶＲＳ / 時のプラズマ / 腹話フック,讃岐・S.K.O.T神 / ペーチパイセン / 三貴子ツクヨミ / タミちゃん / 芳一くん,complete
